task_id,model,strategy,passed,error
HumanEval/0,codellama/CodeLlama-7b-Instruct-hf,scot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/0,codellama/CodeLlama-7b-Instruct-hf,self_planning,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/0,codellama/CodeLlama-7b-Instruct-hf,self_planning,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/0,codellama/CodeLlama-7b-Instruct-hf,self_planning,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/0,codellama/CodeLlama-7b-Instruct-hf,self_debugging,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/0,codellama/CodeLlama-7b-Instruct-hf,self_debugging,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/0,codellama/CodeLlama-7b-Instruct-hf,self_debugging,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,cot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,cot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,cot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,scot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,scot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,scot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,self_planning,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,self_planning,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,self_planning,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,self_debugging,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,self_debugging,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/1,codellama/CodeLlama-7b-Instruct-hf,self_debugging,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,cot,True,
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,cot,True,
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,cot,True,
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,scot,True,
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,scot,True,
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,scot,True,
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,self_planning,True,
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,self_planning,True,
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,self_planning,True,
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,self_debugging,True,
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,self_debugging,True,
HumanEval/2,codellama/CodeLlama-7b-Instruct-hf,self_debugging,True,
HumanEval/3,codellama/CodeLlama-7b-Instruct-hf,cot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/3,codellama/CodeLlama-7b-Instruct-hf,cot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/3,codellama/CodeLlama-7b-Instruct-hf,cot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/3,codellama/CodeLlama-7b-Instruct-hf,scot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/3,codellama/CodeLlama-7b-Instruct-hf,scot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/3,codellama/CodeLlama-7b-Instruct-hf,scot,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/3,codellama/CodeLlama-7b-Instruct-hf,self_planning,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/3,codellama/CodeLlama-7b-Instruct-hf,self_planning,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/3,codellama/CodeLlama-7b-Instruct-hf,self_planning,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
HumanEval/3,codellama/CodeLlama-7b-Instruct-hf,self_debugging,False,"Traceback (most recent call last):
  File ""/home/rbarkur_umass_edu/assignment.py"", line 159, in _worker
    exec(code, g, g)
  File ""<string>"", line 1, in <module>
NameError: name 'List' is not defined. Did you mean: 'list'?
"
